V1	hmm_hmm1	hmm_hmm10	hmm_hmm11	hmm_hmm12	hmm_hmm13	hmm_hmm15	hmm_hmm16	hmm_hmm17	hmm_hmm18	hmm_hmm19	hmm_hmm2	hmm_hmm20	hmm_hmm21	hmm_hmm22	hmm_hmm23	hmm_hmm24	hmm_hmm25	hmm_hmm26	hmm_hmm27	hmm_hmm28	hmm_hmm29	hmm_hmm3	hmm_hmm30	hmm_hmm31	hmm_hmm4	hmm_hmm5	hmm_hmm6	hmm_hmm7	hmm_hmm8	hmm_hmm9	type
slim_mode_XP_003284026.1:7-441	744.9	105.2	122.5	101.7	78.9	542.9	159.9	351.1	380.9	294.7	155.8	232.5	414.0	332.1	176.1	158.6	152.5	254.8	255.7	424.0	286.2	103.1	299.9	347.8	105.7	89.3	96.8	111.0	77.8	143.8	amoeba_PKS
slim_mode_XP_003284755.1:12-435	771.3	94.5	120.4	101.6	74.1	500.1	153.7	332.8	353.6	291.6	152.6	215.6	408.0	337.4	177.7	140.0	125.0	212.4	212.8	403.2	282.3	109.6	298.6	366.9	110.5	99.3	106.3	102.5	81.5	146.3	amoeba_PKS
slim_mode_XP_003287121.1:12-426	636.0	84.7	100.8	86.4	63.3	392.4	138.7	294.5	256.6	233.5	127.8	166.7	331.4	255.3	141.5	103.0	95.4	162.3	162.4	311.1	231.4	95.4	277.9	293.9	97.0	81.1	83.0	92.2	73.8	126.8	amoeba_PKS
slim_mode_XP_003289055.1:17-440	778.1	98.7	115.3	106.1	72.5	502.9	145.0	332.5	352.0	274.3	142.8	215.4	402.5	328.8	166.2	140.3	128.2	215.0	215.5	395.9	289.6	109.5	290.7	358.0	106.5	84.8	101.3	100.4	82.7	141.6	amoeba_PKS
slim_mode_XP_003289056.1:17-436	760.4	101.9	112.7	102.5	75.3	501.9	146.3	342.1	368.7	290.9	137.3	209.6	405.3	333.7	159.2	138.7	120.4	215.7	216.3	397.3	294.4	97.3	286.1	358.6	100.6	77.0	90.8	96.0	79.1	137.1	amoeba_PKS
slim_mode_XP_003289149.1:12-435	776.9	94.5	117.2	92.9	73.4	502.0	151.0	338.6	346.9	287.6	142.8	214.1	401.2	325.9	166.4	128.0	118.1	202.4	202.7	397.7	277.0	101.9	285.7	354.3	100.5	88.8	91.3	98.8	78.5	139.6	amoeba_PKS
slim_mode_XP_003290862.1:9-427	667.8	78.2	96.0	93.8	47.6	485.3	140.8	307.8	342.5	273.0	141.2	167.4	425.3	331.9	152.0	120.3	119.2	213.8	214.3	418.8	275.6	91.8	287.7	363.4	89.6	58.5	88.0	87.9	69.2	124.4	amoeba_PKS
slim_mode_XP_003291288.1:15-444	742.2	94.9	106.9	91.6	73.5	481.4	123.1	304.6	332.5	264.5	139.1	212.3	408.6	308.2	162.5	126.9	112.7	214.9	215.7	374.8	256.3	91.0	281.8	343.3	110.4	77.8	85.6	109.0	75.4	127.6	amoeba_PKS
slim_mode_XP_003292561.1:13-435	759.8	87.9	120.2	98.7	70.8	489.3	150.2	316.4	339.3	266.6	147.0	203.2	398.4	323.9	165.6	136.4	130.6	212.9	213.5	398.3	281.9	97.5	281.3	361.1	115.2	76.7	97.6	111.6	90.5	139.8	amoeba_PKS
slim_mode_XP_003292562.1:13-435	765.9	92.2	121.9	101.2	72.2	494.7	153.2	323.4	337.9	278.1	144.2	202.6	404.3	329.0	166.8	131.0	127.0	212.0	212.5	399.2	283.0	102.4	285.9	358.6	112.0	81.9	104.7	105.3	85.7	140.3	amoeba_PKS
slim_mode_XP_003293655.1:17-440	782.9	96.0	114.5	105.3	70.4	494.6	146.7	319.9	345.6	274.8	138.4	215.5	399.9	327.3	167.0	140.5	130.0	204.9	205.3	389.1	290.5	108.8	285.7	353.5	104.2	84.0	94.3	101.0	78.0	139.8	amoeba_PKS
slim_mode_XP_003293656.1:17-440	780.2	99.2	116.1	107.8	75.3	507.1	152.4	341.1	356.6	291.6	139.9	222.9	402.3	332.7	166.8	147.3	135.1	213.0	213.5	395.5	290.0	109.2	295.3	363.6	106.3	85.9	97.2	106.0	82.7	143.3	amoeba_PKS
slim_mode_XP_628867.1:13-436	681.8	76.4	102.8	77.9	61.4	511.0	148.8	320.3	358.6	291.6	120.9	166.0	418.2	337.7	156.2	124.2	129.2	222.8	223.3	399.2	267.8	88.1	284.2	334.7	86.3	75.6	92.1	85.7	64.2	121.7	amoeba_PKS
slim_mode_XP_635303.1:16-444	715.9	89.0	94.8	72.9	66.6	476.3	126.5	304.0	354.7	256.1	130.1	200.1	399.9	302.3	152.7	119.1	120.5	222.9	223.4	402.7	267.6	88.3	273.3	338.9	96.9	72.0	86.5	88.7	80.7	118.3	amoeba_PKS
slim_mode_XP_635304.1:14-442	711.7	79.4	89.9	69.5	54.7	481.0	116.1	303.9	359.9	263.7	127.4	191.2	404.0	304.5	145.8	110.7	103.3	217.7	218.1	403.0	269.6	90.9	272.4	345.0	91.1	72.0	75.8	82.5	67.2	109.3	amoeba_PKS
slim_mode_XP_635490.1:12-441	758.5	80.8	103.2	86.4	69.6	473.4	152.2	287.9	319.7	237.5	136.7	202.0	377.4	296.4	157.7	135.7	114.1	207.3	207.6	376.4	247.5	100.9	278.7	330.9	94.1	79.4	85.3	96.0	74.7	125.1	amoeba_PKS
slim_mode_XP_635494.1:12-441	758.0	80.9	104.1	86.5	70.3	475.0	153.5	288.9	321.2	235.0	138.1	201.9	377.8	296.8	157.1	136.8	114.2	207.7	208.0	376.8	247.5	101.3	279.2	331.0	94.5	80.6	84.8	96.3	76.2	124.9	amoeba_PKS
slim_mode_XP_635580.1:31-463	763.8	75.6	99.5	81.7	60.2	477.6	146.7	294.7	327.5	242.0	132.5	194.7	385.1	300.7	156.6	131.6	111.6	206.8	207.1	383.6	250.4	98.8	286.0	340.9	95.0	72.9	81.8	96.7	66.9	119.5	amoeba_PKS
slim_mode_XP_635590.1:31-462	754.7	80.1	101.6	81.4	68.2	467.3	146.1	291.2	312.4	238.2	134.1	194.7	380.3	293.2	157.1	124.3	98.1	210.9	211.3	380.0	247.6	98.0	285.5	336.8	94.1	77.7	82.7	98.2	70.8	122.4	amoeba_PKS
slim_mode_XP_636757.1:13-433	703.8	102.9	111.9	102.1	77.3	504.5	145.2	337.7	360.8	249.3	145.3	207.1	415.9	318.9	163.1	157.7	158.2	219.9	220.4	409.4	272.6	100.7	287.0	353.4	114.5	86.6	91.2	127.4	86.4	137.9	amoeba_PKS
slim_mode_XP_645557.1:20-448	741.4	103.1	124.9	105.5	78.5	495.4	134.2	306.4	352.1	274.6	146.2	220.7	406.5	320.3	162.9	162.6	143.5	213.0	213.5	394.0	263.0	115.0	283.4	349.1	105.6	85.5	127.7	89.3	84.7	141.3	amoeba_PKS
SRR10527247_NODE_548_length_7111_cov_39.907533_g368_i0_1	252.8	95.0	113.7	88.4	64.7	296.7	123.6	234.2	262.4	392.8	133.1	158.5	328.2	438.9	134.1	119.7	81.3	172.1	172.1	285.3	372.5	83.5	229.0	226.0	61.8	90.4	111.7	60.4	70.1	123.2	AFLP
SRR10527247_NODE_559_length_7085_cov_15.206367_g375_i0_1	252.9	84.8	104.9	75.1	51.5	302.1	91.3	224.5	255.1	345.4	112.9	135.8	321.3	422.0	123.6	89.8	83.5	163.3	163.1	290.3	352.6	83.7	213.3	237.1	53.4	69.5	98.0	49.6	63.2	107.6	AFLP
SRR10527249_NODE_231_length_8130_cov_11.626160_g166_i0_1	238.3	94.7	106.8	82.4	58.7	324.1	113.4	231.6	275.2	394.4	112.9	144.3	330.0	434.5	122.5	111.7	99.4	178.2	178.2	292.6	368.3	83.1	211.5	223.9	52.3	74.5	104.9	52.6	64.9	111.2	AFLP
SRR10527249_NODE_351_nrpspksdomains_ctg826_1_PKS_KS.1_	238.5	94.8	106.1	82.0	58.9	321.8	112.6	230.3	274.4	380.1	112.5	139.9	330.4	420.6	122.4	106.6	98.5	167.9	168.0	287.1	368.7	82.1	211.6	223.9	51.7	74.5	104.7	51.1	65.0	110.8	AFLP
SRR10527249_NODE_486_length_6925_cov_16.656195_g331_i0_1	233.2	79.1	107.1	84.6	56.4	312.3	105.4	241.6	266.7	370.8	119.2	157.9	326.6	420.9	128.7	105.5	83.7	168.8	168.7	295.3	353.6	87.7	215.5	238.9	61.8	81.6	103.8	62.2	52.4	110.7	AFLP
SRR10527251_NODE_75_nrpspksdomains_ctg834_1_PKS_KS.1_	247.2	88.5	98.9	83.5	49.2	298.1	120.5	228.9	257.1	364.7	118.6	132.4	334.4	423.6	125.5	98.7	60.0	155.3	153.9	286.8	370.7	81.3	227.2	227.3	52.3	78.4	102.0	47.3	60.1	110.7	AFLP
SRR10527258_NODE_1773_length_3720_cov_7.055571_g1132_i0_1	276.9	89.5	84.7	70.6	32.6	353.2	102.3	274.9	286.8	445.6	114.1	131.3	368.8	486.9	107.1	100.9	65.3	178.0	177.8	312.9	388.6	80.7	239.4	256.8	67.9	54.6	70.4	63.5	68.7	93.1	AFLP
SRR11811203_NODE_14666_length_1900_cov_13.139573_g10814_i0_1	168.3	64.9	67.5	32.7	33.7	248.5	77.7	189.3	243.4	395.8	53.0	71.8	275.0	429.0	74.8	46.1	65.4	79.8	131.7	234.3	386.5	43.3	157.3	203.4	50.4	45.0	55.0	34.5	39.6	71.1	AFLP
SRR11811203_NODE_305_length_8275_cov_60.537796_g212_i0_1	259.8	85.6	92.0	76.2	62.3	371.7	99.1	277.6	286.5	441.3	117.3	179.4	333.8	476.2	128.1	115.8	120.7	176.2	176.0	299.8	361.1	97.3	219.0	264.0	82.5	66.6	76.7	80.9	76.3	113.5	AFLP
SRR11811204_NODE_145_length_7643_cov_173.398151_g57_i1_1	248.2	103.2	82.0	56.2	41.7	310.1	118.0	230.8	246.2	409.8	94.1	124.5	349.4	454.0	105.2	93.6	81.2	166.7	166.5	288.8	355.2	64.3	221.8	253.6	68.6	69.4	81.4	53.5	48.2	89.9	AFLP
SRR11811213_NODE_2887_length_4566_cov_5.377699_g1658_i0_1	249.1	94.2	88.6	46.3	53.7	234.5	95.5	191.7	213.0	308.8	95.7	122.7	309.0	386.9	107.9	75.0	45.4	132.8	131.9	262.7	338.5	78.0	194.1	241.4	50.0	51.6	71.3	58.8	45.2	83.6	AFLP
SRR11811213_NODE_3578_length_4264_cov_5.447864_g1658_i1_1	235.4	99.5	72.7	51.0	48.9	256.8	87.1	207.6	215.4	275.5	91.0	124.1	303.8	368.2	103.3	89.1	76.2	150.5	145.6	267.7	315.0	74.4	192.7	233.3	51.1	56.6	80.0	63.7	51.7	89.1	AFLP
SRR11811214_NODE_13333_length_2447_cov_11.023589_g8670_i0_1	240.2	89.2	80.9	58.2	52.0	255.0	117.6	197.5	226.5	329.3	95.6	120.1	305.7	405.5	91.6	75.7	54.4	135.0	128.6	250.5	335.2	78.9	204.3	211.2	52.4	51.8	71.6	54.3	55.0	80.7	AFLP
SRR11811221_NODE_5400_length_1587_cov_7.021136_g3912_i0_1	248.1	83.5	72.7	75.4	38.5	242.3	101.2	222.1	220.7	349.0	85.2	124.8	310.1	399.5	101.1	85.1	75.9	139.7	131.7	259.6	337.0	77.7	207.2	212.4	59.7	63.5	69.1	63.6	54.3	87.4	AFLP
SRR11811227_NODE_116_length_7576_cov_180.658003_g71_i0_1	253.6	73.8	97.6	70.6	55.7	371.6	110.5	273.1	284.6	400.7	114.7	166.9	336.4	451.4	130.8	100.1	118.1	178.5	178.4	290.9	352.9	92.6	213.8	261.3	80.0	79.1	77.4	82.0	71.1	108.3	AFLP
SRR11811227_NODE_182_length_6890_cov_46.160188_g119_i0_1	162.3	90.0	66.8	60.8	42.1	215.2	74.3	178.0	214.4	320.6	64.7	94.9	253.8	402.0	82.2	55.6	68.5	127.6	126.9	215.4	364.5	65.6	162.0	171.1	55.4	40.3	66.4	44.9	49.9	83.5	AFLP
SRR1505107_NODE_148_length_7460_cov_18.835650_g99_i0_1	234.1	100.5	94.5	80.9	45.0	292.7	139.3	220.7	258.9	311.6	96.5	163.0	325.0	417.8	135.0	104.3	74.2	163.3	162.9	267.7	341.3	97.0	202.7	237.7	71.6	82.7	113.8	68.6	73.2	114.1	AFLP
SRR1505107_NODE_149_nrpspksdomains_ctg1301_1_PKS_KS.1_	234.3	99.7	94.0	80.1	45.3	287.8	136.2	216.4	256.6	288.1	96.3	158.2	325.4	402.0	134.7	99.1	74.0	158.2	156.2	261.9	341.8	96.1	202.7	237.6	71.1	82.6	113.6	67.3	73.4	113.5	AFLP
SRR1505107_NODE_426_length_5817_cov_27.128641_g276_i0_1	241.8	100.6	104.9	84.2	49.0	309.9	109.4	224.3	279.3	386.7	98.1	128.9	345.1	443.7	121.4	74.5	86.6	177.8	177.5	295.9	377.5	79.9	210.1	257.6	63.7	72.1	103.6	51.0	52.4	103.7	AFLP
SRR1505107_NODE_489_length_5634_cov_200.424351_g320_i0_1	246.9	117.9	119.1	92.9	72.4	331.0	134.9	271.4	298.2	416.6	134.2	168.4	348.6	451.3	149.5	109.9	81.1	171.3	171.1	305.5	383.6	87.4	225.7	251.3	67.4	88.6	129.7	69.4	81.1	131.8	AFLP
SRR1505107_NODE_549_length_5399_cov_149.659252_g356_i0_1	233.3	100.7	115.9	86.4	66.3	314.8	128.2	263.6	259.4	411.8	120.3	141.9	338.4	448.8	135.6	100.5	77.6	161.9	160.8	291.9	381.5	75.8	214.5	251.4	63.0	77.4	114.6	60.1	80.6	120.1	AFLP
SRR1505107_NODE_556_length_5376_cov_106.901633_g359_i0_1	224.4	86.0	100.2	76.2	57.2	308.4	128.0	234.9	252.2	372.8	104.2	130.6	335.6	431.2	124.3	83.3	64.8	170.0	170.0	285.8	357.0	78.2	208.2	253.2	60.0	81.4	104.2	52.8	64.6	104.8	AFLP
SRR1505107_NODE_590_length_5302_cov_136.763373_g359_i1_2	235.9	99.9	112.2	93.2	71.0	325.9	135.5	248.0	266.3	315.9	121.9	175.1	344.7	420.6	144.0	108.7	80.7	185.7	185.8	298.1	354.3	105.2	227.3	254.9	83.0	87.0	128.1	79.8	73.4	120.2	AFLP
SRR1505111_NODE_274_length_7257_cov_93.940866_g208_i0_1	264.4	88.5	94.2	75.3	59.6	363.9	109.2	279.9	267.4	407.6	115.6	172.1	339.4	436.4	126.5	115.3	127.6	179.5	179.5	301.4	317.2	105.4	224.2	269.7	86.2	69.7	78.2	76.9	82.3	112.6	AFLP
SRR1505135_NODE_23538_length_1273_cov_2.210873_g16355_i0_1	230.2	71.0	77.4	57.3	29.3	335.1	83.2	222.8	267.8	411.0	95.5	120.9	323.1	435.0	94.8	80.5	71.6	163.8	156.5	281.3	362.5	58.2	211.9	250.5	47.6	46.8	66.9	52.8	40.1	85.3	AFLP
SRR1505137_NODE_738_length_7252_cov_6.662078_g532_i0_2	236.2	75.4	77.2	51.2	35.4	317.1	95.9	257.8	222.3	399.4	93.0	120.3	323.8	395.5	100.3	79.8	40.7	142.9	137.6	272.2	326.3	67.5	218.5	223.3	51.0	47.8	83.1	64.6	58.1	84.0	AFLP
SRR1582562_NODE_850_nrpspksdomains_ctg213_2_PKS_KS.1_	294.4	69.1	109.4	80.0	60.9	387.2	85.8	277.2	309.0	540.0	122.0	187.2	371.5	557.8	143.8	143.1	105.6	164.2	164.6	319.5	429.5	107.0	212.2	274.7	85.8	80.9	86.3	62.5	77.5	126.9	AFLP
SRR1582563_NODE_190_nrpspksdomains_ctg224_3_PKS_KS.1_	294.4	69.0	109.4	79.7	60.3	386.1	85.5	276.4	308.6	538.9	121.5	184.8	371.4	557.3	143.4	143.5	103.0	167.7	168.0	318.5	427.9	106.4	211.4	274.5	85.6	81.0	86.0	62.0	76.9	126.6	AFLP
SRR1582569_NODE_12501_nrpspksdomains_ctg317_1_PKS_KS.1_	291.6	69.5	109.8	79.7	61.1	383.7	85.6	275.1	306.6	534.1	121.8	184.7	367.8	553.2	143.9	143.1	103.4	167.8	168.1	316.9	424.8	106.0	210.1	273.4	84.7	81.1	86.1	62.4	76.9	127.0	AFLP
SRR17649334_NODE_1515_length_8091_cov_42.368192_g1018_i0_1	286.9	83.0	82.6	71.0	45.0	348.5	106.7	260.6	282.6	466.6	108.9	128.3	359.7	504.0	111.7	86.9	61.0	173.8	174.0	313.4	396.1	70.6	234.7	262.5	64.3	62.9	72.3	72.4	58.0	94.0	AFLP
SRR17920651_NODE_759_length_7952_cov_9.197360_g576_i0_2	304.2	75.4	97.3	71.5	58.4	421.8	88.3	287.1	322.0	602.2	96.3	171.0	382.9	576.8	119.0	113.5	110.6	191.0	191.4	340.2	445.8	95.0	223.4	279.4	57.9	56.7	74.7	70.7	55.0	102.7	AFLP
SRR17920651_NODE_759_nrpspksdomains_ctg283_2_PKS_KS.1_	304.6	75.6	96.7	71.7	58.5	413.5	86.3	285.4	320.3	569.9	96.6	166.0	383.3	560.4	118.9	109.4	110.8	181.1	181.6	334.3	446.2	95.0	223.6	279.8	58.1	57.1	75.0	69.4	55.3	102.6	AFLP
SRR17920653_NODE_1616_length_8041_cov_68.274473_g844_i0_1	280.9	68.0	109.3	68.4	64.3	414.6	84.7	302.3	319.5	563.3	104.3	173.1	381.5	559.6	118.7	106.5	98.3	174.3	168.4	325.2	447.3	90.5	215.2	279.3	70.7	63.9	88.1	72.3	65.2	111.3	AFLP
SRR17920653_NODE_1616_nrpspksdomains_ctg289_1_PKS_KS.1_	281.3	68.2	108.1	68.5	64.0	412.6	80.7	302.2	319.1	527.6	104.3	168.1	381.9	541.3	118.6	103.9	98.2	172.4	165.3	320.9	447.7	90.7	215.6	279.7	70.7	64.2	88.4	70.8	65.5	111.2	AFLP
SRR17920653_NODE_17683_length_3666_cov_18.906763_g1091_i2_1	243.8	87.4	105.9	73.2	50.7	326.1	108.1	257.2	223.3	428.9	98.0	157.8	321.6	406.3	130.8	126.8	82.6	154.8	155.4	263.5	298.8	95.4	235.4	231.3	88.1	67.9	78.5	70.2	65.1	104.9	AFLP
SRR17920653_NODE_2137_nrpspksdomains_ctg1547_1_PKS_KS.1_	242.2	87.4	105.7	73.2	50.6	325.3	108.1	257.2	222.1	428.5	98.0	157.6	320.0	404.8	130.9	126.9	82.2	154.5	155.1	262.9	297.7	95.4	235.4	229.8	88.1	68.1	78.5	70.2	65.1	104.7	AFLP
SRR17920662_NODE_114_length_8807_cov_27.609114_g85_i0_2	270.1	69.6	92.4	66.8	46.4	339.5	109.1	259.0	263.1	428.2	110.0	149.1	354.3	488.1	126.1	88.2	70.3	162.2	162.1	302.9	395.7	81.5	220.7	259.7	62.4	56.6	87.1	64.9	74.8	101.3	AFLP
SRR17920666_NODE_17711_length_2027_cov_36.287615_g1063_i6_1	279.8	82.0	98.2	80.8	63.6	403.2	107.7	288.4	274.9	484.0	105.3	166.6	356.9	451.5	120.5	109.9	111.8	188.6	189.2	317.8	333.9	106.6	226.6	262.5	68.4	63.7	87.8	53.6	59.5	106.4	AFLP
SRR17920666_NODE_4848_length_3594_cov_32.104800_g1063_i1_1	267.9	82.8	110.1	90.1	61.2	375.1	93.7	250.7	276.6	443.9	131.2	190.8	362.7	474.2	141.5	138.8	118.3	204.0	204.6	330.1	369.8	114.6	217.3	283.0	66.4	79.5	93.4	75.7	59.4	123.2	AFLP
SRR17920668_NODE_1760_length_7578_cov_62.835310_g1142_i0_2	278.1	71.0	99.9	70.9	50.6	385.6	67.2	252.2	314.7	486.5	91.7	173.6	348.4	508.3	133.0	143.1	139.9	203.7	204.3	323.7	407.6	89.6	216.3	294.6	59.9	68.4	77.6	69.6	55.2	110.4	AFLP
SRR17920668_NODE_1760_nrpspksdomains_ctg309_2_PKS_KS.1_	278.3	71.1	99.8	70.9	50.9	380.6	63.8	251.5	312.7	445.2	91.8	168.9	348.8	489.3	132.5	142.4	139.8	194.3	194.9	316.8	408.0	89.4	216.4	294.5	59.7	68.4	77.7	68.5	55.5	109.9	AFLP
SRR17920668_NODE_396_length_10655_cov_60.575317_g229_i2_1	295.5	72.8	103.5	81.5	59.2	389.9	94.1	276.7	310.2	501.8	109.7	168.0	371.8	510.4	119.2	119.0	109.5	191.3	191.8	323.9	409.4	99.9	226.5	286.8	76.2	56.1	76.2	63.7	57.7	99.9	AFLP
SRR17920668_NODE_396_nrpspksdomains_ctg308_1_PKS_KS.1_	294.5	72.8	101.0	81.3	55.5	385.7	90.6	276.4	309.1	473.4	109.8	164.2	372.2	490.0	118.7	118.7	109.7	182.3	182.9	320.6	403.5	100.0	226.1	286.2	75.9	56.1	76.2	62.3	57.7	99.0	AFLP
SRR17920669_NODE_1006_length_7814_cov_291.440641_g663_i0_1	286.5	71.1	96.3	81.6	54.7	361.0	88.7	272.4	296.5	506.9	112.5	152.9	349.7	537.5	119.6	99.9	96.2	183.5	183.8	324.6	401.8	95.4	206.3	269.9	71.2	60.3	68.9	60.0	55.2	104.7	AFLP
SRR17920669_NODE_1006_nrpspksdomains_ctg314_1_PKS_KS.1_	285.5	71.0	94.8	81.8	52.1	355.5	83.5	271.4	295.2	476.3	112.5	148.3	349.7	521.5	118.8	96.9	96.5	164.8	165.1	319.2	401.9	95.6	206.2	269.4	71.2	60.7	68.8	58.9	55.3	104.0	AFLP
SRR17920669_NODE_1609_length_6977_cov_25.082851_g1036_i0_1	291.1	79.9	115.0	89.9	71.7	389.0	97.4	298.2	295.8	544.2	118.9	185.3	362.2	528.9	137.8	115.2	108.9	184.7	185.2	332.6	395.7	112.4	226.6	279.2	82.0	72.7	80.1	65.2	75.7	119.2	AFLP
SRR17920669_NODE_1609_nrpspksdomains_ctg315_1_PKS_KS.1_	286.8	79.8	113.2	90.2	68.3	384.1	92.4	296.8	285.7	484.8	118.4	177.8	362.7	472.7	136.9	114.6	109.3	145.8	175.5	327.0	365.6	112.9	226.7	278.6	82.1	73.4	80.6	64.1	76.2	118.6	AFLP
SRR17920671_NODE_325_length_8619_cov_27.685701_g205_i0_2	299.7	79.6	105.2	76.4	62.8	400.5	94.0	284.0	332.1	522.2	104.1	178.9	368.3	548.0	125.3	119.4	89.1	184.3	184.8	328.8	428.7	86.0	220.6	274.0	71.5	72.2	83.0	59.1	66.9	113.3	AFLP
SRR17920671_NODE_7882_length_3863_cov_33.677836_g3945_i0_1	278.8	89.4	100.5	70.2	50.1	368.8	82.2	282.3	284.9	507.9	104.3	174.6	342.1	501.6	125.6	109.7	108.8	189.8	190.4	320.1	386.4	98.4	212.7	262.7	59.7	71.7	69.1	58.3	65.5	112.4	AFLP
SRR17920675_NODE_509_length_6991_cov_39.151778_g383_i0_1	297.0	86.5	104.5	79.3	63.5	385.4	88.2	300.5	314.7	592.4	116.6	184.4	351.2	567.8	136.4	105.9	98.1	192.9	193.4	332.8	440.6	92.1	221.7	268.5	59.8	70.0	79.7	71.1	68.8	109.6	AFLP
SRR17920676_NODE_30107_length_1342_cov_4.992908_g21142_i0_1	288.8	82.7	104.3	75.5	59.4	348.7	75.9	269.0	297.0	496.3	114.0	179.5	346.8	522.8	127.1	114.0	94.4	179.6	180.0	294.1	424.1	101.5	202.1	260.4	66.8	63.2	87.3	66.9	78.5	113.1	AFLP
SRR17920687_NODE_188_length_8988_cov_28.260909_g145_i0_1	263.8	76.6	107.1	64.7	56.6	379.5	96.5	289.9	309.6	524.5	94.8	177.7	368.5	552.4	123.7	92.4	82.9	190.1	190.4	320.8	427.5	89.9	210.6	276.8	56.0	51.6	82.7	66.0	49.8	108.0	AFLP
SRR17920687_NODE_188_nrpspksdomains_ctg343_1_PKS_KS.1_	264.2	76.8	106.2	64.7	56.5	372.0	90.1	285.5	308.7	482.1	94.9	171.9	368.9	534.9	123.5	90.2	82.5	176.5	176.9	314.0	428.0	90.0	210.9	277.2	55.7	52.0	83.1	64.7	50.1	107.9	AFLP
SRR17920687_NODE_22877_length_1543_cov_4.027891_g16987_i0_1	273.9	72.9	98.1	70.9	56.5	384.4	85.2	269.9	289.7	566.6	99.7	162.3	351.5	552.3	123.8	98.3	97.0	171.2	171.3	323.2	451.4	95.3	202.3	263.6	66.9	56.8	69.3	65.5	54.1	105.4	AFLP
SRR2912833_NODE_244_nrpspksdomains_ctg403_1_PKS_KS.1_	227.0	86.9	106.8	90.9	66.3	323.2	93.4	245.1	284.8	346.3	103.8	135.3	343.5	428.0	126.2	90.9	100.2	161.6	161.5	293.5	376.8	88.5	215.3	248.8	72.2	73.6	106.8	65.0	58.2	113.6	AFLP
SRR2912833_NODE_251_nrpspksdomains_ctg404_1_PKS_KS.1_	234.5	108.2	120.8	90.5	67.6	315.6	126.8	252.6	287.7	382.7	130.3	151.6	346.1	432.2	147.8	114.0	87.0	164.0	158.5	296.4	379.1	84.0	221.9	254.1	64.4	87.0	129.7	64.8	85.0	129.9	AFLP
SRR2912833_NODE_81_nrpspksdomains_ctg401_1_PKS_KS.1_	245.6	94.5	90.2	75.4	55.9	291.4	131.3	219.4	248.8	310.2	94.3	156.9	326.3	401.4	121.5	93.1	59.1	151.3	150.9	264.8	340.6	90.4	195.0	233.8	70.5	74.4	110.5	57.3	62.1	95.4	AFLP
SRR2912833_NODE_89_nrpspksdomains_ctg402_1_PKS_KS.1_	233.3	90.6	103.4	76.9	59.2	305.5	125.0	232.9	255.9	374.4	107.9	130.8	338.1	431.7	123.3	93.2	68.5	171.4	171.7	288.3	359.3	81.4	213.4	253.8	60.5	86.7	106.7	50.8	69.8	110.0	AFLP
SRR3218403_NODE_11217_nrpspksdomains_ctg432_1_PKS_KS.1_	222.7	84.6	95.6	85.9	50.6	307.3	105.0	238.5	276.4	328.1	101.7	130.3	322.9	406.4	124.6	88.4	83.8	148.8	142.6	274.6	377.2	88.7	207.1	256.4	73.0	66.9	95.8	58.0	58.8	109.3	AFLP
SRR3218403_NODE_1695_nrpspksdomains_ctg422_1_PKS_KS.1_	236.7	96.5	107.8	88.7	72.6	320.8	132.4	234.5	265.8	307.2	115.6	165.5	334.2	414.3	135.4	99.5	80.2	179.6	179.9	282.9	360.7	101.4	219.3	244.7	76.3	78.6	121.0	72.8	69.4	111.6	AFLP
SRR3218403_NODE_1935_nrpspksdomains_ctg424_1_PKS_KS.1_	235.7	108.9	115.9	90.4	66.0	315.5	131.0	252.9	291.3	396.2	130.4	143.8	344.7	427.0	142.0	108.3	88.8	168.1	168.2	298.9	381.8	78.5	221.1	262.5	66.2	90.6	124.3	59.1	78.0	127.5	AFLP
SRR3218403_NODE_590_nrpspksdomains_ctg414_1_PKS_KS.1_	224.1	88.6	94.7	74.6	56.9	290.5	122.4	220.5	247.8	361.1	107.3	127.2	335.1	413.8	121.3	87.8	62.6	162.4	152.1	277.0	347.7	77.2	212.3	244.6	55.6	80.9	109.4	46.8	71.5	99.8	AFLP
SRR3218403_NODE_609_nrpspksdomains_ctg415_1_PKS_KS.1_	236.8	98.1	106.1	97.3	62.2	306.6	128.5	234.6	282.5	288.5	116.7	164.8	333.7	411.7	135.0	103.3	88.7	188.2	188.6	283.7	355.1	100.5	207.9	244.9	77.1	69.8	97.3	67.2	76.2	104.8	AFLP
SRR3218403_NODE_614_nrpspksdomains_ctg416_1_PKS_KS.1_	214.9	91.6	91.0	66.7	54.3	233.5	131.1	206.1	183.8	271.3	100.9	137.2	284.9	322.4	130.4	85.3	48.5	133.1	121.3	222.2	288.5	96.4	204.0	204.1	72.5	81.9	97.6	68.6	58.9	103.9	AFLP
SRR3218403_NODE_652_nrpspksdomains_ctg418_1_PKS_KS.1_	234.4	99.5	86.7	78.0	59.4	308.4	124.0	218.2	277.3	302.7	94.3	139.0	321.3	380.4	120.0	94.5	74.2	159.9	159.5	281.1	343.7	85.7	203.6	245.8	66.2	72.0	104.9	46.1	61.3	103.7	AFLP
